doi,retraction_year,publication_year
10.1243/09544070jauto248,2010,2006
10.1590/s1980-65232010000400018,2010,2010
10.2298/abs0502093k,2010,2005
10.2298/abs1002397k,2010,2010
10.2298/sarh0410364m,2010,2004
10.3109/08958378.2010.515624,2010,2010
10.3109/10611860903089768,2010,2009
10.3157/0013-872x(2007)118[512:ansopb]2.0.co;2,2010,2007
10.3275/7142,2010,2010
10.3324/haematol.2010.022210,2010,2010
10.3779/j.issn.1009-3419.2010.09.01,2010,2010
10.3797/scipharm.0905.15,2010,2009
10.3923/pjbs.2010.906.910,2010,2010
10.3988/jcn.2005.1.2.121,2010,2005
10.4049/jimmunol.170.11.5690,2010,2003
10.4049/jimmunol.181.5.3137,2010,2008
10.5483/bmbrep.2006.39.1.076,2010,2005
10.1002/14651858.cd000018,2011,2001
10.1002/14651858.cd000045,2011,1998
10.1002/14651858.cd000232,2011,2001
10.1002/14651858.cd000524,2011,2002
10.1002/14651858.cd000524.pub2,2011,2004
10.1002/14651858.cd001042,2011,1998
10.1002/14651858.cd001089,2011,1998
10.1002/14651858.cd001426,2011,1999
10.1002/14651858.cd001727.pub2,2011,2004
10.1002/14651858.cd001960.pub3,2011,2006
10.1002/14651858.cd002096.pub4,2011,2006
10.1002/14651858.cd002301,2011,2001
10.1002/14651858.cd002301.pub4,2011,2005
10.1002/14651858.cd002870.pub2,2011,2006
10.1002/14651858.cd003024,2011,2002
10.1002/14651858.cd003244,2011,2001
10.1002/14651858.cd004403,2011,2003
10.1002/14651858.cd004403.pub2,2011,2006
10.1002/14651858.cd004881,2011,2004
10.1002/14651858.cd005096.pub2,2011,2010
10.1002/14651858.cd005316.pub2,2011,2005
10.1002/14651858.cd006053.pub2,2011,2008
10.1002/14651858.cd006083,2011,2006
10.1002/14651858.cd006083.pub2,2011,2008
10.1002/aic.12793,2011,2011
10.1002/ijc.24257,2011,2009
10.1002/med.20223,2011,2009
10.1002/mrm.22412,2011,2010
10.1002/pca.1311,2011,2011
10.1002/pmic.201100126,2011,2011
10.1007/978-3-642-19403-0_13,2011,2011
10.1007/978-3-642-21765-4_58,2011,2011
10.1007/978-3-642-22606-9_27,2011,2011
10.1007/978-3-7091-0388-3_20,2011,2011
10.1007/978-94-007-1113-6_2,2011,2011
10.1007/bf03016688,2011,2001
10.1007/s00108-008-2284-8,2011,2009
10.1007/s00125-010-1831-8,2011,2010
10.1007/s00134-008-1287-1,2011,2008
10.1007/s00404-011-1842-9,2011,2011
10.1007/s00432-010-0804-0,2011,2010
10.1007/s00521-010-0438-9,2011,2010
10.1007/s00701-010-0634-5,2011,2010
10.1007/s00705-010-0733-x,2011,2010
10.1007/s10015-010-0853-0,2011,2010
10.1007/s10897-011-9369-6,2011,2011
10.1007/s10965-011-9598-2,2011,2011
10.1007/s11055-011-9408-7,2011,2011
10.1007/s11144-010-0210-2,2011,2010
10.1007/s11164-010-0231-5,2011,2011
10.1007/s11270-011-0770-4,2011,2011
10.1007/s11626-010-9292-4,2011,2010
10.1007/s11767-005-0155-1,2011,2007
10.1007/s11783-011-0303-9,2011,2011
10.1007/s12011-010-8945-1,2011,2011
10.1007/s12032-011-9859-2,2011,2011
10.1007/s12152-011-9099-3,2011,2011
10.1007/s12490-011-0040-8,2011,2011
10.1007/s12633-009-9028-9,2011,2010
10.1007/s12686-010-9309-z,2011,2010
10.1007/s13199-011-0106-6,2011,2011
10.1007/s13233-011-0213-5,2011,2011
10.1016/j.arth.2004.06.032,2011,2009
10.1016/j.brainresrev.2010.04.010,2011,2010
10.1016/j.camwa.2011.04.011,2011,2011
10.1016/j.carrev.2009.09.005,2011,2010
10.1016/j.ces.2011.02.014,2011,2011
10.1016/j.clindermatol.2004.09.008,2011,2005
10.1016/j.ejca.2010.03.038,2011,2010
10.1016/j.ejim.2011.08.004,2011,2011
10.1016/j.ejmech.2009.09.011,2011,2009
10.1016/j.epsr.2008.10.016,2011,2008
10.1016/j.eswa.2010.07.069,2011,2010
10.1016/j.exer.2011.07.014,2011,2011
10.1016/j.fct.2010.10.023,2011,2010
10.1016/j.fusengdes.2011.03.021,2011,2011
10.1016/j.ijsu.2011.09.002,2011,2011
10.1016/j.inoche.2009.08.029,2011,2009
10.1016/j.inoche.2009.08.033,2011,2009
10.1016/j.jacc.2010.06.052,2011,2010
10.1016/j.jcis.2009.06.004,2011,2009
10.1016/j.jedc.2011.01.002,2011,2011
10.1016/j.jhazmat.2009.06.032,2011,2009
10.1016/j.jmmm.2011.06.007,2011,2011
10.1016/j.joms.2010.06.212,2011,2010
10.1016/j.jpor.2011.02.001,2011,2011
10.1016/j.jss.2010.10.035,2011,2010
10.1016/j.jtrangeo.2011.03.006,2011,2011
10.1016/j.main.2011.04.011,2011,2011
10.1016/j.matlet.2004.09.064,2011,2005
10.1016/j.molimm.2010.03.015,2011,2010
10.1016/j.omega.2007.01.004,2011,2007
10.1016/j.physleta.2008.11.003,2011,2008
10.1016/j.porgcoat.2010.09.015,2011,2010
10.1016/j.porgcoat.2011.08.003,2011,2011
10.1016/j.postharvbio.2010.04.002,2011,2010
10.1016/j.proeng.2011.04.471,2011,2011
10.1016/j.proeng.2011.06.002,2011,2011
10.1016/j.rmed.2011.06.002,2011,2011
10.1016/j.sbspro.2011.03.261,2011,2011
10.1016/j.theochem.2006.06.035,2011,2006
10.1016/j.theochem.2007.03.010,2011,2007
10.1016/j.transproceed.2007.06.087,2011,2007
10.1016/s0029-7844(03)00750-6,2011,2003
10.1016/s0921-5107(02)00572-x,2011,2003
10.1016/s1010-7940(03)00577-3,2011,2003
10.1016/s1470-2045(07)70345-5,2011,2007
10.1017/s0265021508004055,2011,2008
10.1021/bc2001006,2011,2011
10.1021/ja8002777,2011,2008
10.1021/je100517z,2011,2010
10.1021/nn200681p,2011,2011
10.1021/ol902949d,2011,2010
10.1023/a:1007840808650,2011,2001
10.1034/j.1399-6576.2001.450210.x,2011,2001
10.1038/nm0910-967,2011,2010
10.1038/nm1491,2011,2006
10.1038/sj.onc.1208184,2011,2004
10.1046/j.1365-2044.2003.02964_2.x,2011,2003
10.1046/j.1471-4159.2003.01550.x,2011,2003
10.1053/j.jvca.2007.02.015,2011,2007
10.1053/j.jvca.2010.02.008,2011,2010
10.1053/j.sart.2011.01.002,2011,2011
10.1053/jcan.2001.23276,2011,2001
10.1061/(asce)cf.1943-5509.0000076,2011,2009
10.1063/1.2191045,2011,2006
10.1063/1.2829805,2011,2008
10.1063/1.3493735,2011,2010
10.1073/pnas.0812470106,2011,2009
10.1074/jbc.m404125200,2011,2004
10.1074/jbc.m507617200,2011,2005
10.1074/jbc.m508829200,2011,2006
10.1074/jbc.m610036200,2011,2007
10.1074/jbc.m801035200,2011,2008
10.1080/00032710601017649,2011,2007
10.1080/02664760500448974,2011,2006
10.1080/02678292.2010.489156,2011,2010
10.1080/02713680590968196,2011,2005
10.1080/07391102.2011.10507386,2011,2011
10.1080/09064710903233862,2011,2010
10.1080/13504851.2011.597719,2011,2011
10.1080/15226510903390494,2011,2010
10.1088/0031-8949/82/04/045604,2011,2010
10.1088/0143-0807/31/5/016,2011,2010
10.1089/vbz.2009.0219,2011,2011
10.1093/bja/85.3.417,2011,2000
10.1093/bja/87.5.699,2011,2000
10.1093/bja/aef242,2011,2002
10.1093/bja/ael341,2011,2007
10.1093/intimm/dxm069,2011,2007
10.1096/fj.02-0453fje,2011,2003
10.1097/00003246-200105000-00008,2011,2001
10.1097/00005344-200402000-00007,2011,2004
10.1097/aog.0b013e318169f722,2011,2003
10.1097/eja.0b013e3283392c1d,2011,2010
10.1097/maj.0b013e3181d6566a,2011,2010
10.1099/ijs.0.027094-0,2011,2010
10.1099/vir.0.018754-0,2011,2009
10.1103/physreva.83.042502,2011,2011
10.1103/physrevb.82.134520,2011,2010
10.1107/s1600536804022135,2011,2004
10.1107/s1600536807000591,2011,2007
10.1109/aimsec.2011.6009627,2011,2011
10.1109/aimsec.2011.6009631,2011,2011
10.1109/aimsec.2011.6009640,2011,2011
10.1109/aimsec.2011.6009642,2011,2011
10.1109/aimsec.2011.6009645,2011,2011
10.1109/aimsec.2011.6009652,2011,2011
10.1109/aimsec.2011.6009653,2011,2011
10.1109/aimsec.2011.6009655,2011,2011
10.1109/aimsec.2011.6009658,2011,2011
10.1109/aimsec.2011.6009660,2011,2011
10.1109/aimsec.2011.6009661,2011,2011
10.1109/aimsec.2011.6009662,2011,2011
10.1109/aimsec.2011.6009664,2011,2011
10.1109/aimsec.2011.6009668,2011,2011
10.1109/aimsec.2011.6009676,2011,2011
10.1109/aimsec.2011.6009690,2011,2010
10.1109/aimsec.2011.6009691,2011,2011
10.1109/aimsec.2011.6009694,2011,2011
10.1109/aimsec.2011.6009696,2011,2011
10.1109/aimsec.2011.6009703,2011,2011
10.1109/aimsec.2011.6009704,2011,2011
10.1109/aimsec.2011.6009705,2011,2011
10.1109/aimsec.2011.6009707,2011,2011
10.1109/aimsec.2011.6009723,2011,2011
10.1109/aimsec.2011.6009726,2011,2011
10.1109/aimsec.2011.6009727,2011,2011
10.1109/aimsec.2011.6009732,2011,2011
10.1109/aimsec.2011.6009733,2011,2011
10.1109/aimsec.2011.6009739,2011,2011
10.1109/aimsec.2011.6009740,2011,2011
10.1109/aimsec.2011.6009744,2011,2011
10.1109/aimsec.2011.6009749,2011,2011
10.1109/aimsec.2011.6009759,2011,2011
10.1109/aimsec.2011.6009762,2011,2011
10.1109/aimsec.2011.6009763,2011,2011
10.1109/aimsec.2011.6009764,2011,2011
10.1109/aimsec.2011.6009769,2011,2011
10.1109/aimsec.2011.6009770,2011,2011
10.1109/aimsec.2011.6009777,2011,2011
10.1109/aimsec.2011.6009782,2011,2011
10.1109/aimsec.2011.6009784,2011,2011
10.1109/aimsec.2011.6009790,2011,2011
10.1109/aimsec.2011.6009800,2011,2011
10.1109/aimsec.2011.6009823,2011,2011
10.1109/aimsec.2011.6009836,2011,2011
10.1109/aimsec.2011.6009840,2011,2011
10.1109/aimsec.2011.6009841,2011,2011
10.1109/aimsec.2011.6009854,2011,2011
10.1109/aimsec.2011.6009972,2011,2011
10.1109/aimsec.2011.6010003,2011,2011
10.1109/aimsec.2011.6010048,2011,2011
10.1109/aimsec.2011.6010063,2011,2011
10.1109/aimsec.2011.6010064,2011,2011
10.1109/aimsec.2011.6010132,2011,2011
10.1109/aimsec.2011.6010133,2011,2011
10.1109/aimsec.2011.6010147,2011,2011
10.1109/aimsec.2011.6010192,2011,2011
10.1109/aimsec.2011.6010212,2011,2011
10.1109/aimsec.2011.6010220,2011,2011
10.1109/aimsec.2011.6010222,2011,2011
10.1109/aimsec.2011.6010225,2011,2011
10.1109/aimsec.2011.6010231,2011,2011
10.1109/aimsec.2011.6010256,2011,2011
10.1109/aimsec.2011.6010259,2011,2011
10.1109/aimsec.2011.6010319,2011,2011
10.1109/aimsec.2011.6010328,2011,2011
10.1109/aimsec.2011.6010330,2011,2011
10.1109/aimsec.2011.6010341,2011,2011
10.1109/aimsec.2011.6010373,2011,2011
10.1109/aimsec.2011.6010441,2011,2011
10.1109/aimsec.2011.6010455,2011,2011
10.1109/aimsec.2011.6010464,2011,2011
10.1109/aimsec.2011.6010468,2011,2011
10.1109/aimsec.2011.6010485,2011,2011
10.1109/aimsec.2011.6010494,2011,2011
10.1109/aimsec.2011.6010500,2011,2011
10.1109/aimsec.2011.6010522,2011,2011
10.1109/aimsec.2011.6010567,2011,2011
10.1109/aimsec.2011.6010569,2011,2011
10.1109/aimsec.2011.6010571,2011,2011
10.1109/aimsec.2011.6010581,2011,2011
10.1109/aimsec.2011.6010588,2011,2011
10.1109/aimsec.2011.6010617,2011,2011
10.1109/aimsec.2011.6010618,2011,2011
10.1109/aimsec.2011.6010623,2011,2011
10.1109/aimsec.2011.6010628,2011,2011
10.1109/aimsec.2011.6010633,2011,2011
10.1109/aimsec.2011.6010669,2011,2011
10.1109/aimsec.2011.6010674,2011,2011
10.1109/aimsec.2011.6010680,2011,2011
10.1109/aimsec.2011.6010683,2011,2011
10.1109/aimsec.2011.6010685,2011,2011
10.1109/aimsec.2011.6010687,2011,2011
10.1109/aimsec.2011.6010705,2011,2011
10.1109/aimsec.2011.6010721,2011,2011
10.1109/aimsec.2011.6010741,2011,2011
10.1109/aimsec.2011.6010746,2011,2011
10.1109/aimsec.2011.6010747,2011,2011
10.1109/aimsec.2011.6010791,2011,2011
10.1109/aimsec.2011.6010837,2011,2011
10.1109/aimsec.2011.6010840,2011,2011
10.1109/aimsec.2011.6010848,2011,2011
10.1109/aimsec.2011.6010961,2011,2011
10.1109/aimsec.2011.6010966,2011,2011
10.1109/aimsec.2011.6011007,2011,2011
10.1109/aimsec.2011.6011022,2011,2011
10.1109/aimsec.2011.6011041,2011,2011
10.1109/aimsec.2011.6011090,2011,2011
10.1109/aimsec.2011.6011091,2011,2011
10.1109/aimsec.2011.6011103,2011,2011
10.1109/aimsec.2011.6011111,2011,2011
10.1109/aimsec.2011.6011124,2011,2011
10.1109/aimsec.2011.6011125,2011,2011
10.1109/aimsec.2011.6011151,2011,2011
10.1109/aimsec.2011.6011152,2011,2011
10.1109/aimsec.2011.6011170,2011,2011
10.1109/aimsec.2011.6011171,2011,2011
10.1109/aimsec.2011.6011177,2011,2011
10.1109/aimsec.2011.6011201,2011,2011
10.1109/aimsec.2011.6011204,2011,2011
10.1109/aimsec.2011.6011212,2011,2011
10.1109/aimsec.2011.6011213,2011,2011
10.1109/aimsec.2011.6011228,2011,2011
10.1109/aimsec.2011.6011241,2011,2011
10.1109/aimsec.2011.6011260,2011,2011
10.1109/aimsec.2011.6011265,2011,2011
10.1109/aimsec.2011.6011273,2011,2011
10.1109/aimsec.2011.6011280,2011,2011
10.1109/aimsec.2011.6011288,2011,2011
10.1109/aimsec.2011.6011294,2011,2011
10.1109/aimsec.2011.6011316,2011,2011
10.1109/aimsec.2011.6011318,2011,2011
10.1109/aimsec.2011.6011327,2011,2011
10.1109/aimsec.2011.6011328,2011,2011
10.1109/aimsec.2011.6011335,2011,2011
10.1109/aimsec.2011.6011336,2011,2011
10.1109/aimsec.2011.6011337,2011,2011
10.1109/aimsec.2011.6011340,2011,2011
10.1109/aimsec.2011.6011356,2011,2011
10.1109/aimsec.2011.6011358,2011,2011
10.1109/aimsec.2011.6011368,2011,2011
10.1109/aimsec.2011.6011376,2011,2011
10.1109/aimsec.2011.6011380,2011,2011
10.1109/aimsec.2011.6011400,2011,2011
10.1109/aimsec.2011.6011425,2011,2011
10.1109/aimsec.2011.6011455,2011,2011
10.1109/aimsec.2011.6011456,2011,2011
10.1109/aimsec.2011.6011458,2011,2011
10.1109/aimsec.2011.6011468,2011,2011
10.1109/aimsec.2011.6011489,2011,2011
10.1109/apnoms.2011.6076979,2011,2011
10.1109/appeec.2011.5747699,2011,2011
10.1109/appeec.2011.5747718,2011,2011
10.1109/appeec.2011.5747733,2011,2011
10.1109/appeec.2011.5748374,2011,2011
10.1109/appeec.2011.5748549,2011,2011
10.1109/appeec.2011.5748906,2011,2011
10.1109/appeec.2011.5748910,2011,2011
10.1109/appeec.2011.5748994,2011,2011
10.1109/apscc.2010.113,2011,2010
10.1109/cecnet.2011.5768237,2011,2011
10.1109/cecnet.2011.5768688,2011,2011
10.1109/cecnet.2011.5769308,2011,2011
10.1109/cecnet.2011.5769469,2011,2011
10.1109/csnt.2011.165,2011,2011
10.1109/emeit.2011.6023919,2011,2011
10.1109/icbbe.2011.5779977,2011,2011
10.1109/icbbe.2011.5779992,2011,2011
10.1109/icbbe.2011.5779993,2011,2011
10.1109/icbbe.2011.5779995,2011,2011
10.1109/icbbe.2011.5780002,2011,2011
10.1109/icbbe.2011.5780007,2011,2011
10.1109/icbbe.2011.5780022,2011,2011
10.1109/icbbe.2011.5780031,2011,2011
10.1109/icbbe.2011.5780039,2011,2011
10.1109/icbbe.2011.5780042,2011,2011
10.1109/icbbe.2011.5780046,2011,2011
10.1109/icbbe.2011.5780053,2011,2011
10.1109/icbbe.2011.5780063,2011,2011
10.1109/icbbe.2011.5780068,2011,2011
10.1109/icbbe.2011.5780074,2011,2011
10.1109/icbbe.2011.5780078,2011,2011
10.1109/icbbe.2011.5780080,2011,2011
10.1109/icbbe.2011.5780082,2011,2011
10.1109/icbbe.2011.5780084,2011,2011
10.1109/icbbe.2011.5780087,2011,2011
10.1109/icbbe.2011.5780089,2011,2011
10.1109/icbbe.2011.5780092,2011,2011
10.1109/icbbe.2011.5780097,2011,2011
10.1109/icbbe.2011.5780101,2011,2011
10.1109/icbbe.2011.5780107,2011,2011
10.1109/icbbe.2011.5780110,2011,2011
10.1109/icbbe.2011.5780118,2011,2011
10.1109/icbbe.2011.5780119,2011,2011
10.1109/icbbe.2011.5780121,2011,2011
10.1109/icbbe.2011.5780131,2011,2011
10.1109/icbbe.2011.5780133,2011,2011
10.1109/icbbe.2011.5780135,2011,2011
10.1109/icbbe.2011.5780139,2011,2011
10.1109/icbbe.2011.5780141,2011,2011
10.1109/icbbe.2011.5780146,2011,2011
10.1109/icbbe.2011.5780154,2011,2011
10.1109/icbbe.2011.5780156,2011,2011
10.1109/icbbe.2011.5780158,2011,2011
10.1109/icbbe.2011.5780162,2011,2011
10.1109/icbbe.2011.5780166,2011,2011
10.1109/icbbe.2011.5780169,2011,2011
10.1109/icbbe.2011.5780175,2011,2011
10.1109/icbbe.2011.5780186,2011,2011
10.1109/icbbe.2011.5780225,2011,2011
10.1109/icbbe.2011.5780228,2011,2011
10.1109/icbbe.2011.5780230,2011,2011
10.1109/icbbe.2011.5780236,2011,2011
10.1109/icbbe.2011.5780238,2011,2011
10.1109/icbbe.2011.5780241,2011,2011
10.1109/icbbe.2011.5780245,2011,2011
10.1109/icbbe.2011.5780252,2011,2011
10.1109/icbbe.2011.5780254,2011,2011
10.1109/icbbe.2011.5780261,2011,2011
10.1109/icbbe.2011.5780274,2011,2011
10.1109/icbbe.2011.5780282,2011,2011
10.1109/icbbe.2011.5780287,2011,2011
10.1109/icbbe.2011.5780289,2011,2011
10.1109/icbbe.2011.5780293,2011,2011
10.1109/icbbe.2011.5780294,2011,2011
10.1109/icbbe.2011.5780298,2011,2011
10.1109/icbbe.2011.5780303,2011,2011
10.1109/icbbe.2011.5780316,2011,2011
10.1109/icbbe.2011.5780319,2011,2011
10.1109/icbbe.2011.5780321,2011,2011
10.1109/icbbe.2011.5780322,2011,2011
10.1109/icbbe.2011.5780328,2011,2011
10.1109/icbbe.2011.5780340,2011,2011
10.1109/icbbe.2011.5780364,2011,2011
10.1109/icbbe.2011.5780413,2011,2011
10.1109/icbbe.2011.5780415,2011,2011
10.1109/icbbe.2011.5780424,2011,2011
10.1109/icbbe.2011.5780428,2011,2011
10.1109/icbbe.2011.5780432,2011,2011
10.1109/icbbe.2011.5780438,2011,2011
10.1109/icbbe.2011.5780441,2011,2011
10.1109/icbbe.2011.5780443,2011,2011
10.1109/icbbe.2011.5780445,2011,2011
10.1109/icbbe.2011.5780463,2011,2011
10.1109/icbbe.2011.5780464,2011,2011
10.1109/icbbe.2011.5780466,2011,2011
10.1109/icbbe.2011.5780689,2011,2011
10.1109/icbbe.2011.5780693,2011,2011
10.1109/icbbe.2011.5780703,2011,2011
10.1109/icbbe.2011.5780730,2011,2011
10.1109/icbbe.2011.5780735,2011,2011
10.1109/icbbe.2011.5780737,2011,2011
10.1109/icbbe.2011.5780741,2011,2011
10.1109/icbbe.2011.5780742,2011,2011
10.1109/icbbe.2011.5780752,2011,2011
10.1109/icbbe.2011.5780754,2011,2011
10.1109/icbbe.2011.5780755,2011,2011
10.1109/icbbe.2011.5780756,2011,2011
10.1109/icbbe.2011.5780758,2011,2011
10.1109/icbbe.2011.5780767,2011,2011
10.1109/icbbe.2011.5780772,2011,2011
10.1109/icbbe.2011.5780782,2011,2011
10.1109/icbbe.2011.5780789,2011,2011
10.1109/icbbe.2011.5780799,2011,2011
10.1109/icbbe.2011.5780801,2011,2011
10.1109/icbbe.2011.5780802,2011,2011
10.1109/icbbe.2011.5780809,2011,2011
10.1109/icbbe.2011.5780811,2011,2011
10.1109/icbbe.2011.5780813,2011,2011
10.1109/icbbe.2011.5780815,2011,2011
10.1109/icbbe.2011.5780816,2011,2011
10.1109/icbbe.2011.5780820,2011,2011
10.1109/icbbe.2011.5780823,2011,2011
10.1109/icbbe.2011.5780824,2011,2011
10.1109/icbbe.2011.5780825,2011,2011
10.1109/icbbe.2011.5780828,2011,2011
10.1109/icbbe.2011.5780829,2011,2011
10.1109/icbbe.2011.5780830,2011,2011
10.1109/icbbe.2011.5780832,2011,2011
10.1109/icbbe.2011.5780845,2011,2011
10.1109/icbbe.2011.5780846,2011,2011
10.1109/icbbe.2011.5780853,2011,2011
10.1109/icbbe.2011.5780856,2011,2011
10.1109/icbbe.2011.5780859,2011,2011
10.1109/icbbe.2011.5780860,2011,2011
10.1109/icbbe.2011.5780862,2011,2011
10.1109/icbbe.2011.5780871,2011,2011
10.1109/icbbe.2011.5780872,2011,2011
10.1109/icbbe.2011.5780876,2011,2011
10.1109/icbbe.2011.5780880,2011,2011
10.1109/icbbe.2011.5780881,2011,2011
10.1109/icbbe.2011.5780886,2011,2011
10.1109/icbbe.2011.5780889,2011,2011
10.1109/icbbe.2011.5780891,2011,2011
10.1109/icbbe.2011.5780892,2011,2011
10.1109/icbbe.2011.5780893,2011,2011
10.1109/icbbe.2011.5780895,2011,2011
10.1109/icbbe.2011.5780899,2011,2011
10.1109/icbbe.2011.5780900,2011,2011
10.1109/icbbe.2011.5780902,2011,2011
10.1109/icbbe.2011.5780907,2011,2011
10.1109/icbbe.2011.5780912,2011,2011
10.1109/icbbe.2011.5780916,2011,2011
10.1109/icbbe.2011.5780917,2011,2011
10.1109/icbbe.2011.5780921,2011,2011
10.1109/icbbe.2011.5780922,2011,2011
10.1109/icbbe.2011.5780923,2011,2011
10.1109/icbbe.2011.5780924,2011,2011
10.1109/icbbe.2011.5780925,2011,2011
10.1109/icbbe.2011.5780927,2011,2011
10.1109/icbbe.2011.5780929,2011,2011
10.1109/icbbe.2011.5780935,2011,2011
10.1109/icbbe.2011.5780938,2011,2011
10.1109/icbbe.2011.5780944,2011,2011
10.1109/icbbe.2011.5780945,2011,2011
10.1109/icbbe.2011.5780947,2011,2011
10.1109/icbbe.2011.5780956,2011,2011
10.1109/icbbe.2011.5780959,2011,2011
10.1109/icbbe.2011.5780972,2011,2011
10.1109/icbbe.2011.5780973,2011,2011
10.1109/icbbe.2011.5780981,2011,2011
10.1109/icbbe.2011.5780989,2011,2011
10.1109/icbbe.2011.5780990,2011,2011
10.1109/icbbe.2011.5780992,2011,2011
10.1109/icbbe.2011.5780999,2011,2011
10.1109/icbbe.2011.5781003,2011,2011
10.1109/icbbe.2011.5781005,2011,2011
10.1109/icbbe.2011.5781006,2011,2011
10.1109/icbbe.2011.5781009,2011,2011
10.1109/icbbe.2011.5781012,2011,2011
10.1109/icbbe.2011.5781015,2011,2011
10.1109/icbbe.2011.5781019,2011,2011
10.1109/icbbe.2011.5781020,2011,2011
10.1109/icbbe.2011.5781024,2011,2011
10.1109/icbbe.2011.5781026,2011,2011
10.1109/icbbe.2011.5781027,2011,2011
10.1109/icbbe.2011.5781029,2011,2011
10.1109/icbbe.2011.5781035,2011,2011
10.1109/icbbe.2011.5781036,2011,2011
10.1109/icbbe.2011.5781047,2011,2011
10.1109/icbbe.2011.5781048,2011,2011
10.1109/icbbe.2011.5781061,2011,2011
10.1109/icbbe.2011.5781068,2011,2011
10.1109/icbbe.2011.5781071,2011,2011
10.1109/icbbe.2011.5781075,2011,2011
10.1109/icbbe.2011.5781078,2011,2011
10.1109/icbbe.2011.5781080,2011,2011
10.1109/icbbe.2011.5781082,2011,2011
10.1109/icbbe.2011.5781085,2011,2011
10.1109/icbbe.2011.5781091,2011,2011
10.1109/icbbe.2011.5781092,2011,2011
10.1109/icbbe.2011.5781094,2011,2011
10.1109/icbbe.2011.5781097,2011,2011
10.1109/icbbe.2011.5781099,2011,2011
10.1109/icbbe.2011.5781100,2011,2011
10.1109/icbbe.2011.5781107,2011,2011
10.1109/icbbe.2011.5781113,2011,2011
10.1109/icbbe.2011.5781117,2011,2011
10.1109/icbbe.2011.5781119,2011,2011
10.1109/icbbe.2011.5781120,2011,2011
10.1109/icbbe.2011.5781124,2011,2011
10.1109/icbbe.2011.5781127,2011,2011
10.1109/icbbe.2011.5781128,2011,2011
10.1109/icbbe.2011.5781130,2011,2011
10.1109/icbbe.2011.5781132,2011,2011
10.1109/icbbe.2011.5781134,2011,2011
10.1109/icbbe.2011.5781135,2011,2011
10.1109/icbbe.2011.5781136,2011,2011
10.1109/icbbe.2011.5781137,2011,2011
10.1109/icbbe.2011.5781139,2011,2011
10.1109/icbbe.2011.5781140,2011,2011
10.1109/icbbe.2011.5781146,2011,2011
10.1109/icbbe.2011.5781147,2011,2011
10.1109/icbbe.2011.5781148,2011,2011
10.1109/icbbe.2011.5781149,2011,2011
10.1109/icbbe.2011.5781150,2011,2011
10.1109/icbbe.2011.5781151,2011,2011
10.1109/icbbe.2011.5781156,2011,2011
10.1109/icbbe.2011.5781159,2011,2011
10.1109/icbbe.2011.5781165,2011,2011
10.1109/icbbe.2011.5781166,2011,2011
10.1109/icbbe.2011.5781168,2011,2011
10.1109/icbbe.2011.5781169,2011,2011
10.1109/icbbe.2011.5781170,2011,2011
10.1109/icbbe.2011.5781174,2011,2011
10.1109/icbbe.2011.5781176,2011,2011
10.1109/icbbe.2011.5781178,2011,2011
10.1109/icbbe.2011.5781179,2011,2011
10.1109/icbbe.2011.5781180,2011,2011
10.1109/icbbe.2011.5781181,2011,2011
10.1109/icbbe.2011.5781185,2011,2011
10.1109/icbbe.2011.5781186,2011,2011
10.1109/icbbe.2011.5781187,2011,2011
10.1109/icbbe.2011.5781192,2011,2011
10.1109/icbbe.2011.5781203,2011,2011
10.1109/icbbe.2011.5781204,2011,2011
10.1109/icbbe.2011.5781210,2011,2011
10.1109/icbbe.2011.5781214,2011,2011
10.1109/icbbe.2011.5781215,2011,2011
10.1109/icbbe.2011.5781218,2011,2011
10.1109/icbbe.2011.5781219,2011,2011
10.1109/icbbe.2011.5781222,2011,2011
10.1109/icbbe.2011.5781224,2011,2011
10.1109/icbbe.2011.5781225,2011,2011
10.1109/icbbe.2011.5781234,2011,2011
10.1109/icbbe.2011.5781235,2011,2011
10.1109/icbbe.2011.5781239,2011,2011
10.1109/icbbe.2011.5781242,2011,2011
10.1109/icbbe.2011.5781243,2011,2011
10.1109/icbbe.2011.5781245,2011,2011
10.1109/icbbe.2011.5781247,2011,2011
10.1109/icbbe.2011.5781250,2011,2011
10.1109/icbbe.2011.5781252,2011,2011
10.1109/icbbe.2011.5781261,2011,2011
10.1109/icbbe.2011.5781262,2011,2011
10.1109/icbbe.2011.5781268,2011,2011
10.1109/icbbe.2011.5781270,2011,2011
10.1109/icbbe.2011.5781272,2011,2011
10.1109/icbbe.2011.5781274,2011,2011
10.1109/icbbe.2011.5781275,2011,2011
10.1109/icbbe.2011.5781279,2011,2011
10.1109/icbbe.2011.5781280,2011,2011
10.1109/icbbe.2011.5781282,2011,2011
10.1109/icbbe.2011.5781284,2011,2011
10.1109/icbbe.2011.5781286,2011,2011
10.1109/icbbe.2011.5781287,2011,2011
10.1109/icbbe.2011.5781288,2011,2011
10.1109/icbbe.2011.5781293,2011,2011
10.1109/icbbe.2011.5781307,2011,2011
10.1109/icbbe.2011.5781308,2011,2011
10.1109/icbbe.2011.5781314,2011,2011
10.1109/icbbe.2011.5781315,2011,2011
10.1109/icbbe.2011.5781320,2011,2011
10.1109/icbbe.2011.5781322,2011,2011
10.1109/icbbe.2011.5781323,2011,2011
10.1109/icbbe.2011.5781331,2011,2011
10.1109/icbbe.2011.5781336,2011,2011
