openalex_author_id,author,paper_key,doi,source_author_names,publication_year,retraction_year,retraction_lag_years,match_type
A5034225464,Yan Liu,doi:10.1155/2022/3087681,10.1155/2022/3087681,Yan Liu,2022,2023,1,Exact
A5034257967,Jian Xu,doi:10.1080/15376510701533921,10.1080/15376510701533921,Jian Xu,2008,2008,0,Exact
A5034257967,Jian Xu,doi:10.1109/icbbe.2011.5781185,10.1109/icbbe.2011.5781185,Jian Xu,2011,2011,0,Exact
A5034280484,Hui Liu,doi:10.1155/2022/2586307,10.1155/2022/2586307,Hui Liu,2022,2023,1,Exact
A5034484272,Peng Li,doi:10.1155/2022/2102496,10.1155/2022/2102496,Peng Li,2022,2023,1,Exact
A5034537860,Qiang Li,doi:10.1155/2022/9582701,10.1155/2022/9582701,Qiang Li,2022,2023,1,Exact
A5034584084,Jie Chen,doi:10.1109/aimsec.2011.6010886,10.1109/aimsec.2011.6010886,Jie Chen,2011,2011,0,Exact
A5034667170,Jing Zhang,doi:10.1155/2022/3880413,10.1155/2022/3880413,Jing Zhang,2022,2024,2,Exact
A5034675261,Yu Liu,doi:10.1155/2022/1710907,10.1155/2022/1710907,Yu Liu,2022,2023,1,Exact
A5034747850,Hui Wang,doi:10.1155/2022/9599943,10.1155/2022/9599943,Hui Wang,2022,2023,1,Exact
A5034749609,Qian Wang,doi:10.1155/2022/1356909,10.1155/2022/1356909,Qian Wang,2022,2023,1,Exact
A5034878136,Li Li,doi:10.1155/2022/2971393,10.1155/2022/2971393,Li Li,2022,2023,1,Exact
A5035035721,Qian Zhang,doi:10.1155/2022/4051379,10.1155/2022/4051379,Qian Zhang,2022,2024,2,Exact
A5035071840,Yang Li,doi:10.1155/2022/1960030,10.1155/2022/1960030,Yang Li,2022,2023,1,Exact
A5035120060,Jun Yang,doi:10.1155/2022/8747919,10.1155/2022/8747919,Jun Yang,2022,2023,1,Exact
A5035305361,Jun Chen,doi:10.1155/2022/5261344,10.1155/2022/5261344,Jun Chen,2022,2023,1,Exact
A5035316294,Jie Chen,doi:10.1097/md.0000000000011849,10.1097/md.0000000000011849,Jie Chen,2018,2021,3,Exact
A5035333902,Jing Li,doi:10.1155/2022/6914157,10.1155/2022/6914157,Jing Li,2022,2023,1,Exact
A5035398796,Yu Zhang,doi:10.1155/2021/8340179,10.1155/2021/8340179,Yu Zhang,2021,2024,3,Exact
A5035465997,Wei Zhang,doi:10.1186/s12871-021-01542-z,10.1186/s12871-021-01542-z,Wei Zhang,2022,2022,0,Exact
A5035465997,Wei Zhang,doi:10.1155/2022/9900916,10.1155/2022/9900916,Wei Zhang,2022,2023,1,Exact
A5035465997,Wei Zhang,doi:10.3892/ol.2020.11660,10.3892/ol.2020.11660,Wei Zhang,2020,2024,4,Exact
A5035543508,Qian Wang,doi:10.1109/icbbe.2011.5780725,10.1109/icbbe.2011.5780725,Qian Wang,2011,2011,0,Exact
A5035658484,Ming Li,doi:10.1155/2022/3055465,10.1155/2022/3055465,Ming Li,2022,2023,1,Exact
A5035747390,Hui Zhang,doi:10.1080/02640414.2013.805885,10.1080/02640414.2013.805885,Hui Zhang,2014,2017,3,Exact
A5035757377,Bin Wang,doi:10.1007/s12517-021-08027-w,10.1007/s12517-021-08027-w,Bin Wang,2021,2021,0,Exact
A5035770690,Yi Zhang,doi:10.1038/s41419-019-1352-4,10.1038/s41419-019-1352-4,Yi Zhang,2019,2023,4,Exact
A5035770690,Yi Zhang,doi:10.1186/s12943-019-1116-x,10.1186/s12943-019-1116-x,Yi Zhang,2019,2023,4,Exact
A5035770690,Yi Zhang,doi:10.3892/or.2013.2222,10.3892/or.2013.2222,Yi Zhang,2013,2024,11,Exact
A5035770690,Yi Zhang,doi:10.3892/etm.2021.10711,10.3892/etm.2021.10711,Yi Zhang,2021,2025,4,Exact
A5035834837,Jun Zhang,doi:10.1007/s11033-014-3715-3,10.1007/s11033-014-3715-3,Jun Zhang,2014,2015,1,Exact
A5036057418,Tao Liu,doi:10.1109/icbbe.2011.5781479,10.1109/icbbe.2011.5781479,Tao Liu,2011,2011,0,Exact
A5036074225,Ming Li,doi:10.1155/2022/8018962,10.1155/2022/8018962,Ming Li,2022,2023,1,Exact
A5036218939,G. Hempelmann,doi:10.1007/s001340050511,10.1007/s001340050511,Gunter G Hempelmann,1998,2013,15,Initial
A5036218939,G. Hempelmann,doi:10.1093/bja/77.4.480,10.1093/bja/77.4.480,Gunter G Hempelmann,1996,2014,18,Initial
A5036218939,G. Hempelmann,doi:10.1097/00000539-199608000-00010,10.1097/00000539-199608000-00010,Gunter G Hempelmann,1996,2014,18,Initial
A5036218939,G. Hempelmann,doi:10.1097/00000542-199109000-00008,10.1097/00000542-199109000-00008,Gunter G Hempelmann,1991,2015,24,Initial
A5036218939,G. Hempelmann,doi:10.1111/j.1365-2044.1995.tb05927.x,10.1111/j.1365-2044.1995.tb05927.x,Gunter G Hempelmann,1995,2015,20,Initial
A5036218939,G. Hempelmann,doi:10.1111/j.1399-6576.1994.tb03924.x,10.1111/j.1399-6576.1994.tb03924.x,Gunter G Hempelmann,1994,2015,21,Initial
A5036218939,G. Hempelmann,doi:10.1016/0003-4975(90)90088-n,10.1016/0003-4975(90)90088-n,Gunter G Hempelmann,1990,2017,27,Initial
A5036218939,G. Hempelmann,doi:10.1016/0003-4975(91)90116-8,10.1016/0003-4975(91)90116-8,Gunter G Hempelmann,1991,2017,26,Initial
A5036218939,G. Hempelmann,doi:10.1016/s1010-7940(96)01093-7,10.1016/s1010-7940(96)01093-7,Gunter G Hempelmann,1997,2019,22,Initial
A5036218939,G. Hempelmann,doi:10.1093/bja/64.5.611,10.1093/bja/64.5.611,Gunter G Hempelmann,1990,2020,30,Initial
A5036218939,G. Hempelmann,doi:10.1093/bja/70.6.661,10.1093/bja/70.6.661,Gunter G Hempelmann,1993,2020,27,Initial
A5036218939,G. Hempelmann,doi:10.1093/bja/71.2.277,10.1093/bja/71.2.277,Gunter G Hempelmann,1993,2020,27,Initial
A5036218939,G. Hempelmann,doi:10.1093/bja/73.5.639,10.1093/bja/73.5.639,Gunter G Hempelmann,1994,2020,26,Initial
A5036218939,G. Hempelmann,doi:10.1093/bja/74.2.174,10.1093/bja/74.2.174,Gunter G Hempelmann,1995,2020,25,Initial
A5036218939,G. Hempelmann,doi:10.1093/bja/75.6.740,10.1093/bja/75.6.740,Gunter G Hempelmann,1995,2020,25,Initial
A5036218939,G. Hempelmann,doi:10.1093/bja/79.6.733,10.1093/bja/79.6.733,Gunter G Hempelmann,1997,2020,23,Initial
A5036218939,G. Hempelmann,doi:10.1097/00000539-199512000-00003,10.1097/00000539-199512000-00003,Gunter G Hempelmann,1995,2020,25,Initial
A5036218939,G. Hempelmann,doi:10.1213/00000539-199202000-00008,10.1213/00000539-199202000-00008,Gunter G Hempelmann,1992,2020,28,Initial
A5036218939,G. Hempelmann,doi:10.1213/00000539-199302000-00006,10.1213/00000539-199302000-00006,Gunter G Hempelmann,1993,2020,27,Initial
A5036218939,G. Hempelmann,doi:10.1213/00000539-199376060-00002,10.1213/00000539-199376060-00002,Gunter G Hempelmann,1993,2020,27,Initial
A5036218939,G. Hempelmann,doi:10.1016/0003-4975(91)90320-p,10.1016/0003-4975(91)90320-p,Gunter G Hempelmann,1991,2021,30,Initial
A5036218939,G. Hempelmann,doi:10.1016/0003-4975(93)90269-n,10.1016/0003-4975(93)90269-n,Gunter G Hempelmann,1993,2021,28,Initial
A5036218939,G. Hempelmann,doi:10.1016/0003-4975(93)91088-5,10.1016/0003-4975(93)91088-5,Gunter G Hempelmann,1993,2021,28,Initial
A5036218939,G. Hempelmann,doi:10.1016/0003-4975(96)00239-1,10.1016/0003-4975(96)00239-1,Gunter G Hempelmann,1996,2021,25,Initial
A5036218939,G. Hempelmann,doi:10.1016/s0003-4975(99)00400-2,10.1016/s0003-4975(99)00400-2,Gunter G Hempelmann,1999,2021,22,Initial
A5036218939,G. Hempelmann,doi:10.1016/s0022-5223(19)34485-x,10.1016/s0022-5223(19)34485-x,Gunter G Hempelmann,1989,2021,32,Initial
A5036218939,G. Hempelmann,doi:10.1016/s0022-5223(19)35501-1,10.1016/s0022-5223(19)35501-1,Gunter G Hempelmann,1990,2021,31,Initial
A5036218939,G. Hempelmann,doi:10.1016/s0022-5223(94)70040-0,10.1016/s0022-5223(94)70040-0,Gunter G Hempelmann,1994,2021,27,Initial
A5036218939,G. Hempelmann,doi:10.1097/00005344-199503000-00011,10.1097/00005344-199503000-00011,Gunter G Hempelmann,1995,2021,26,Initial
A5036218939,G. Hempelmann,doi:10.1097/00024382-199901000-00002,10.1097/00024382-199901000-00002,Gunter G Hempelmann,1999,2021,22,Initial
A5036218939,G. Hempelmann,doi:10.1111/j.1365-2044.1996.tb12557.x,10.1111/j.1365-2044.1996.tb12557.x,Gunter G Hempelmann,1996,2021,25,Initial
A5036218939,G. Hempelmann,doi:10.1111/j.1399-6576.1998.tb05354.x,10.1111/j.1399-6576.1998.tb05354.x,Gunter G Hempelmann,2008,2021,13,Initial
A5036218939,G. Hempelmann,doi:10.1016/1010-7940(91)90078-x,10.1016/1010-7940(91)90078-x,Gunter G Hempelmann,1991,2022,31,Initial
A5036218939,G. Hempelmann,doi:10.1016/1010-7940(92)90133-i,10.1016/1010-7940(92)90133-i,Gunter G Hempelmann,1992,2022,30,Initial
A5036218939,G. Hempelmann,doi:10.1097/00000542-199002000-00013,10.1097/00000542-199002000-00013,Gunter G Hempelmann,1990,2022,32,Initial
A5036218939,G. Hempelmann,doi:10.1007/bf00255785,10.1007/bf00255785,Gunter G Hempelmann,1987,2023,36,Initial
A5036218939,G. Hempelmann,doi:10.1007/bf00256969,10.1007/bf00256969,Gunter G Hempelmann,1988,2023,35,Initial
A5036218939,G. Hempelmann,doi:10.1007/bf01699231,10.1007/bf01699231,Gunter G Hempelmann,1996,2023,27,Initial
A5036218939,G. Hempelmann,doi:10.1007/bf01700451,10.1007/bf01700451,Gunter G Hempelmann,1996,2023,27,Initial
A5036218939,G. Hempelmann,doi:10.1007/bf01701475,10.1007/bf01701475,Gunter G Hempelmann,1995,2023,28,Initial
A5036218939,G. Hempelmann,doi:10.1007/bf01706326,10.1007/bf01706326,Gunter G Hempelmann,1990,2023,33,Initial
A5036218939,G. Hempelmann,doi:10.1007/bf01708579,10.1007/bf01708579,Gunter G Hempelmann,1992,2023,31,Initial
A5036218939,G. Hempelmann,doi:10.1007/bf01709277,10.1007/bf01709277,Gunter G Hempelmann,1993,2023,30,Initial
A5036218939,G. Hempelmann,doi:10.1007/bf01709740,10.1007/bf01709740,Gunter G Hempelmann,1996,2023,27,Initial
A5036218939,G. Hempelmann,doi:10.1007/bf01711542,10.1007/bf01711542,Gunter G Hempelmann,1995,2023,28,Initial
A5036218939,G. Hempelmann,doi:10.1007/bf01720718,10.1007/bf01720718,Gunter G Hempelmann,1996,2023,27,Initial
A5036218939,G. Hempelmann,doi:10.1007/s001340050374,10.1007/s001340050374,Gunter G Hempelmann,1997,2023,26,Initial
A5036218939,G. Hempelmann,doi:10.1097/00003246-198804000-00006,10.1097/00003246-198804000-00006,Gunter G Hempelmann,1988,2023,35,Initial
A5036218939,G. Hempelmann,doi:10.1097/00003246-198906000-00006,10.1097/00003246-198906000-00006,Gunter G Hempelmann,1989,2023,34,Initial
A5036218939,G. Hempelmann,doi:10.1097/00003246-199603000-00005,10.1097/00003246-199603000-00005,Gunter G Hempelmann,1996,2023,27,Exact
A5036218939,G. Hempelmann,doi:10.1097/00003246-199606000-00011,10.1097/00003246-199606000-00011,Gunter G Hempelmann,1996,2023,27,Initial
A5036218939,G. Hempelmann,doi:10.1097/00003246-199701000-00019,10.1097/00003246-199701000-00019,Gunter G Hempelmann,1997,2023,26,Initial
A5036218939,G. Hempelmann,doi:10.1378/chest.106.3.899,10.1378/chest.106.3.899,Gunter G Hempelmann,1994,2023,29,Initial
A5036218939,G. Hempelmann,doi:10.1378/chest.107.3.787,10.1378/chest.107.3.787,Gunter G Hempelmann,1995,2023,28,Initial
A5036218939,G. Hempelmann,doi:10.1378/chest.91.2.185,10.1378/chest.91.2.185,Gunter G Hempelmann,1987,2023,36,Initial
A5036218939,G. Hempelmann,doi:10.1378/chest.94.3.566,10.1378/chest.94.3.566,Gunter G Hempelmann,1988,2023,35,Initial
A5036218939,G. Hempelmann,doi:10.1378/chest.98.1.53,10.1378/chest.98.1.53,Gunter G Hempelmann,1990,2023,33,Initial
A5036218939,G. Hempelmann,doi:10.1016/1053-0770(91)90040-z,10.1016/1053-0770(91)90040-z,Gunter G Hempelmann,1992,2024,32,Initial
A5036218939,G. Hempelmann,doi:10.1016/1053-0770(91)90041-q,10.1016/1053-0770(91)90041-q,Gunter G Hempelmann,1992,2024,32,Initial
A5036218939,G. Hempelmann,doi:10.1016/1053-0770(91)90088-b,10.1016/1053-0770(91)90088-b,Gunter G Hempelmann,1991,2024,33,Initial
A5036218939,G. Hempelmann,doi:10.1016/1053-0770(91)90118-d,10.1016/1053-0770(91)90118-d,Gunter G Hempelmann,1994,2024,30,Initial
A5036218939,G. Hempelmann,doi:10.1016/1053-0770(92)90141-s,10.1016/1053-0770(92)90141-s,Gunter G Hempelmann,1992,2024,32,Initial
A5036218939,G. Hempelmann,doi:10.1016/1053-0770(93)90110-7,10.1016/1053-0770(93)90110-7,Gunter G Hempelmann,1993,2024,31,Initial
A5036218939,G. Hempelmann,doi:10.1016/1053-0770(94)90164-3,10.1016/1053-0770(94)90164-3,Gunter G Hempelmann,1994,2024,30,Initial
A5036218939,G. Hempelmann,doi:10.1016/1053-0770(94)90244-5,10.1016/1053-0770(94)90244-5,Gunter G Hempelmann,1994,2024,30,Initial
A5036218939,G. Hempelmann,doi:10.1016/1053-0770(94)90333-6,10.1016/1053-0770(94)90333-6,Gunter G Hempelmann,1994,2024,30,Initial
A5036218939,G. Hempelmann,doi:10.1016/1053-0770(94)90569-x,10.1016/1053-0770(94)90569-x,Gunter G Hempelmann,1994,2024,30,Initial
A5036218939,G. Hempelmann,doi:10.1016/s1053-0770(05)80009-6,10.1016/s1053-0770(05)80009-6,Gunter G Hempelmann,1996,2024,28,Initial
A5036218939,G. Hempelmann,doi:10.1016/s1053-0770(96)80045-0,10.1016/s1053-0770(96)80045-0,Gunter G Hempelmann,1996,2024,28,Initial
A5036218939,G. Hempelmann,doi:10.1016/s1053-0770(96)80094-2,10.1016/s1053-0770(96)80094-2,Gunter G Hempelmann,1996,2024,28,Initial
A5036218939,G. Hempelmann,doi:10.1016/s1053-0770(96)80138-8,10.1016/s1053-0770(96)80138-8,Gunter G Hempelmann,1996,2024,28,Initial
A5036245525,Xi Chen,doi:10.1155/2022/9028835,10.1155/2022/9028835,Xi Chen,2022,2023,1,Exact
A5036287731,Lin Wang,doi:10.1155/2022/1924138,10.1155/2022/1924138,Lin Wang,2022,2023,1,Exact
A5036359133,Jie Liu,doi:10.1155/2022/6523337,10.1155/2022/6523337,Jie Liu,2022,2023,1,Exact
A5036359133,Jie Liu,doi:10.1155/2022/7426559,10.1155/2022/7426559,Jie Liu,2022,2023,1,Exact
A5036360052,Hui Wang,doi:10.1155/2022/7729524,10.1155/2022/7729524,Hui Wang,2022,2023,1,Exact
A5036815027,Li Li,doi:10.1155/2022/3901372,10.1155/2022/3901372,Li Li,2022,2023,1,Exact
A5036815027,Li Li,doi:10.1155/2022/5696334,10.1155/2022/5696334,Li Li,2022,2023,1,Exact
A5036827390,Yong Wang,doi:10.1155/2023/3801908,10.1155/2023/3801908,Yong Wang,2023,2024,1,Exact
A5036827392,Hui Zhang,doi:10.1155/2022/4894714,10.1155/2022/4894714,Hui Zhang,2022,2023,1,Exact
A5036889750,Lei Zhang,doi:10.1177/1758835919874651,10.1177/1758835919874651,Lei Zhang,2019,2021,2,Exact
A5036889750,Lei Zhang,doi:10.1080/15384101.2020.1809259,10.1080/15384101.2020.1809259,Lei Zhang,2020,2023,3,Exact
A5036952846,Yang Liu,doi:10.1155/2021/8056225,10.1155/2021/8056225,Yang Liu,2021,2023,2,Exact
A5036984102,Min Li,doi:10.1109/aimsec.2011.6011239,10.1109/aimsec.2011.6011239,Min Li,2011,2011,0,Exact
A5037001971,Nan Li,doi:10.1155/2022/7928052,10.1155/2022/7928052,Nan Li,2022,2023,1,Exact
A5037185064,Qiang Li,doi:10.1109/icbbe.2011.5780830,10.1109/icbbe.2011.5780830,Qiang Li,2011,2011,0,Exact
A5037197426,Jing Wang,doi:10.1155/2022/1649904,10.1155/2022/1649904,Jing Wang,2022,2023,1,Exact
A5037486203,Jun Liu,doi:10.1155/2022/4914727,10.1155/2022/4914727,Jun Liu,2022,2023,1,Exact
A5037510821,Wei Li,doi:10.1155/2022/4421418,10.1155/2022/4421418,Wei Li,2022,2023,1,Exact
A5037550973,Wang Lei,doi:10.1155/2022/2859567,10.1155/2022/2859567,Lei Wang,2022,2023,1,Exact
A5037756311,Bin Wang,doi:10.1155/2022/9880038,10.1155/2022/9880038,Bin Wang,2022,2023,1,Exact
A5037776494,Wei Wang,doi:10.1155/2022/9883144,10.1155/2022/9883144,Wei Wang,2022,2023,1,Exact
A5037794174,Jing Zhao,doi:10.3892/or.2020.7549,10.3892/or.2020.7549,Jing Zhao,2020,2024,4,Exact
A5037868938,Ping Wang,doi:10.1155/2022/2925689,10.1155/2022/2925689,Ping Wang,2022,2023,1,Exact
A5037948258,Juan Li,doi:10.1155/2022/3056109,10.1155/2022/3056109,Juan Li,2022,2023,1,Exact
A5037995370,Ying Li,doi:10.1155/2022/8970860,10.1155/2022/8970860,Ying Li,2022,2023,1,Exact
A5038082698,Hui Li,doi:10.1155/2022/9336080,10.1155/2022/9336080,Hui Li,2022,2023,1,Exact
A5038084459,Rui Zhang,doi:10.1172/jci.insight.121123,10.1172/jci.insight.121123,Rui Zhang,2018,2023,5,Exact
A5038151206,Bo Zhang,doi:10.1155/2022/2413922,10.1155/2022/2413922,Bo Zhang,2022,2023,1,Exact
A5038151206,Bo Zhang,doi:10.1155/2022/6483087,10.1155/2022/6483087,Bo Zhang,2022,2023,1,Exact
A5038178478,Lei Zhang,doi:10.1155/2022/5024006,10.1155/2022/5024006,Lei Zhang,2022,2023,1,Exact
A5038336845,Wei Zhang,doi:10.1155/2022/3495099,10.1155/2022/3495099,Wei Zhang,2022,2023,1,Exact
A5038481495,Hao Zhang,doi:10.1155/2022/9475522,10.1155/2022/9475522,Hao Zhang,2022,2023,1,Exact
A5038484217,Li Zhang,doi:10.1155/2022/3974794,10.1155/2022/3974794,Li Zhang,2022,2023,1,Exact
A5038517767,Jing Liu,doi:10.1109/icicci.2010.75,10.1109/icicci.2010.75,Jing Liu,2010,2010,0,Exact
A5038517767,Jing Liu,doi:10.1109/icicci.2010.87,10.1109/icicci.2010.87,Jing Liu,2010,2010,0,Exact
A5038580778,Feng Wang,doi:10.1155/2021/5527101,10.1155/2021/5527101,Feng Wang,2021,2024,3,Exact
A5038580778,Feng Wang,doi:10.1155/2022/9381203,10.1155/2022/9381203,Feng Wang,2022,2024,2,Exact
A5038615802,Jun Liu,doi:10.1111/exsy.13266,10.1111/exsy.13266,Jun Liu,2023,2024,1,Exact
A5038656294,Wei Wang,doi:10.1016/j.patcog.2017.07.033,10.1016/j.patcog.2017.07.033,Wei Wang,2017,2018,1,Exact
A5038663135,Lin Zhang,doi:10.1155/2022/9274060,10.1155/2022/9274060,Lin Zhang,2022,2023,1,Exact
A5038945598,Jing Li,doi:10.1155/2022/4304524,10.1155/2022/4304524,Jing Li,2022,2023,1,Exact
A5039233244,Xi Chen,doi:10.1109/access.2019.2911892,10.1109/access.2019.2911892,Xi Chen,2019,2019,0,Exact
A5039233244,Xi Chen,doi:10.3390/s19143145,10.3390/s19143145,Xi Chen,2019,2020,1,Exact
A5039233244,Xi Chen,doi:10.1002/cpe.5533,10.1002/cpe.5533,Xi Chen,2019,2021,2,Exact
A5039239695,Jun Lu,doi:10.1080/24701556.2020.1793359,10.1080/24701556.2020.1793359,Jun Lu,2020,2024,4,Exact
A5039280625,Yang Liu,doi:10.1155/2022/5695487,10.1155/2022/5695487,Yang Liu,2022,2023,1,Exact
A5039466818,Yan Zhang,doi:10.1155/2022/1601169,10.1155/2022/1601169,Yan Zhang,2022,2023,1,Exact
A5039489169,HIROYOSHI TANAKA,doi:10.1046/j.1460-9592.1998.00206.x,10.1046/j.1460-9592.1998.00206.x,Hiroyoshi Tanaka,1998,2013,15,Exact
A5039575608,Yang Yang,doi:10.1155/2023/1804731,10.1155/2023/1804731,Yang Yang,2023,2024,1,Exact
A5039607162,Yan Li,doi:10.1016/j.molstruc.2020.129357,10.1016/j.molstruc.2020.129357,Yan Li,2020,2023,3,Exact
A5039796943,Jing Chen,doi:10.1155/2022/2197071,10.1155/2022/2197071,Jing Chen,2022,2023,1,Exact
A5039796943,Jing Chen,doi:10.1155/2022/8365565,10.1155/2022/8365565,Jing Chen,2022,2023,1,Exact
A5039888109,T. Zhang,doi:10.1093/rheumatology/keq304,10.1093/rheumatology/keq304,Tao Zhang,2010,2011,1,Initial
A5039935749,Ying Wang,doi:10.1186/s12951-023-01947-7,10.1186/s12951-023-01947-7,Ying Wang,2023,2024,1,Exact
A5039980454,Yan Li,doi:10.1155/2022/9046507,10.1155/2022/9046507,Yan Li,2022,2023,1,Exact
A5040046880,Jing Wang,doi:10.1007/s13204-021-02241-4,10.1007/s13204-021-02241-4,Jing Wang,2022,2022,0,Exact
A5040090704,Min Li,doi:10.3892/mmr.2013.1280,10.3892/mmr.2013.1280,Min Li,2013,2018,5,Exact
A5040090704,Min Li,doi:10.1016/j.omtn.2018.06.011,10.1016/j.omtn.2018.06.011,Min Li,2018,2022,4,Exact
A5040223607,Yang Yang,doi:10.1155/2022/8118680,10.1155/2022/8118680,Yang Yang,2022,2023,1,Exact
A5040230812,Jun Liu,doi:10.1155/2022/8370842,10.1155/2022/8370842,Jun Liu,2022,2023,1,Exact
A5040234624,Jun Yang,doi:10.2147/cmar.s252635,10.2147/cmar.s252635,Jun Yang,2020,2021,1,Exact
A5040234624,Jun Yang,doi:10.1002/2211-5463.12676,10.1002/2211-5463.12676,Jun Yang,2019,2023,4,Exact
A5040386641,Yong Zhang,doi:10.1155/2022/3562209,10.1155/2022/3562209,Yong Zhang,2022,2023,1,Exact
A5040547097,Ping Zhang,doi:10.1109/paccs.2011.5990308,10.1109/paccs.2011.5990308,Ping Zhang,2011,2011,0,Exact
A5040547097,Ping Zhang,doi:10.1155/2022/7548850,10.1155/2022/7548850,Ping Zhang,2022,2023,1,Exact
A5040721382,Lei Zhang,doi:10.1007/s10916-019-1356-8,10.1007/s10916-019-1356-8,Lei Zhang,2019,2023,4,Exact
A5040728436,Wei Wang,doi:10.1371/journal.pone.0080145,10.1371/journal.pone.0080145,Wei Wang,2013,2014,1,Exact
A5040983456,Yu Zhang,doi:10.1155/2022/1893351,10.1155/2022/1893351,Yu Zhang,2022,2024,2,Exact
A5041039715,Hui Li,doi:10.1186/2049-1891-3-26,10.1186/2049-1891-3-26,Hui Li,2012,2013,1,Exact
A5041162076,Jian Xu,doi:10.1007/s13277-015-3812-5,10.1007/s13277-015-3812-5,Jian Xu,2015,2017,2,Exact
A5041162076,Jian Xu,doi:10.3892/or.2017.6135,10.3892/or.2017.6135,Jian Xu,2017,2022,5,Exact
A5041162076,Jian Xu,doi:10.3892/or.2018.6449,10.3892/or.2018.6449,Jian Xu,2018,2022,4,Exact
A5041162076,Jian Xu,doi:10.1002/jcb.26916,10.1002/jcb.26916,Jian Xu,2018,2025,7,Exact
A5041221161,Jing Yang,doi:10.1042/bsr20171082,10.1042/bsr20171082,Jing Yang,2017,2023,6,Exact
A5041301769,Jing Zhao,doi:10.1155/2022/2783944,10.1155/2022/2783944,Jing Zhao,2022,2023,1,Exact
A5041321290,Yong Wang,doi:10.3233/jifs-212939,10.3233/jifs-212939,Yong Wang,2022,2024,2,Exact
A5041353259,Li Li,doi:10.1155/2022/5365172,10.1155/2022/5365172,Li Li,2022,2023,1,Exact
A5041462375,Jing Zhang,doi:10.1109/ett.2009.99,10.1109/ett.2009.99,Jing Zhang,2009,2010,1,Exact
A5041515065,Yan Li,doi:10.1155/2022/5336548,10.1155/2022/5336548,Yan Li,2022,2023,1,Exact
A5041569324,Peng Zhang,doi:10.1155/2022/6431852,10.1155/2022/6431852,Peng Zhang,2022,2023,1,Exact
A5041694909,Xin Zhang,doi:10.1155/2022/3738867,10.1155/2022/3738867,Xin Zhang,2022,2023,1,Exact
A5041736536,Chandra Gopala Rao,doi:10.1016/b978-0-12-803365-4.00049-x,10.1016/b978-0-12-803365-4.00049-x,Chandra Gopala Rao,2015,2015,0,Exact
A5041736536,Chandra Gopala Rao,doi:10.1016/b978-0-12-803365-4.00053-1,10.1016/b978-0-12-803365-4.00053-1,Chandra Gopala Rao,2015,2015,0,Exact
A5041748805,Liang Wang,doi:10.1007/s11032-020-01138-4,10.1007/s11032-020-01138-4,Liang Wang,2020,2020,0,Exact
A5041991874,Tao Li,doi:10.1155/2022/4239500,10.1155/2022/4239500,Tao Li,2022,2023,1,Exact
A5042092603,Fang Wang,doi:10.1109/qr2mse.2013.6625563,10.1109/qr2mse.2013.6625563,Fang Wang,2013,2013,0,Exact
A5042092603,Fang Wang,doi:10.1016/j.heliyon.2024.e24302,10.1016/j.heliyon.2024.e24302,Fang Wang,2024,2025,1,Exact
A5042137602,Dan Wang,doi:10.1155/2022/6572420,10.1155/2022/6572420,Dan Wang,2022,2023,1,Exact
A5042175903,Wei Chen,doi:10.1093/gji/ggz145,10.1093/gji/ggz145,Wei Chen,2019,2020,1,Exact
A5042175903,Wei Chen,doi:10.1093/gji/ggz200,10.1093/gji/ggz200,Wei Chen,2019,2020,1,Exact
A5042262850,Yang Jing,doi:10.1155/2022/5487681,10.1155/2022/5487681,Jing Yang,2022,2023,1,Exact
A5042289560,Wei Liu,doi:10.1155/2021/6942699,10.1155/2021/6942699,Wei Liu,2021,2023,2,Exact
A5042419777,Yu Wang,doi:10.1007/s00284-021-02422-y,10.1007/s00284-021-02422-y,Yu Wang,2021,2021,0,Exact
A5042474689,Jun Yang,doi:10.1002/ptr.2470,10.1002/ptr.2470,Jun Yang,2008,2008,0,Exact
A5042474689,Jun Yang,doi:10.1002/ptr.2468,10.1002/ptr.2468,Jun Yang,2008,2009,1,Exact
A5042474689,Jun Yang,doi:10.1155/2022/8696084,10.1155/2022/8696084,Jun Yang,2022,2023,1,Exact
A5042474689,Jun Yang,doi:10.1111/iwj.14778,10.1111/iwj.14778,Jun Yang,2024,2025,1,Exact
A5042531041,Tao Li,doi:10.1109/icbmei.2011.5916890,10.1109/icbmei.2011.5916890,Tao Li,2011,2011,0,Exact
A5042539186,Yang Yang,doi:10.1155/2022/6241818,10.1155/2022/6241818,Yang Yang,2022,2023,1,Exact
A5042608620,Rui Zhang,doi:10.1155/2022/7174399,10.1155/2022/7174399,Rui Zhang,2022,2023,1,Exact
A5042609030,Ling Wang,doi:10.1155/2022/4118976,10.1155/2022/4118976,Ling Wang,2022,2023,1,Exact
A5042711964,Wei Li,doi:10.1109/appeec.2010.5448222,10.1109/appeec.2010.5448222,Wei Li,2010,2010,0,Exact
A5042765146,Jing Zhao,doi:10.3892/etm.2016.3992,10.3892/etm.2016.3992,Jing Zhao,2016,2024,8,Exact
A5042780587,Jing Li,doi:10.1371/journal.pone.0167857,10.1371/journal.pone.0167857,Jing Li,2016,2026,10,Exact
A5042786497,Jing Yang,doi:10.1155/2018/2917981,10.1155/2018/2917981,Jing Yang,2018,2024,6,Exact
A5042882563,Hui Wang,doi:10.1155/2022/3648880,10.1155/2022/3648880,Hui Wang,2022,2023,1,Exact
A5042882563,Hui Wang,doi:10.1155/2022/9719633,10.1155/2022/9719633,Hui Wang,2022,2023,1,Exact
